epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
188,688.857,0.46748,0.32136,0.78632,0.94551,0.9543,0.92562,0.42052,1.5042,0.5584,1.22996,0.000198125,0.000198125,0.000198125
189,691.864,0.4715,0.3173,0.78786,0.94584,0.95496,0.93023,0.42812,1.48458,0.55756,1.21928,0.0001925,0.0001925,0.0001925
190,694.752,0.45368,0.32161,0.78814,0.94566,0.9549,0.92956,0.42543,1.4866,0.55786,1.22146,0.000186875,0.000186875,0.000186875
191,725.973,0.45359,0.36405,0.77751,0.94659,0.95601,0.92706,0.42673,1.48358,0.55237,1.22103,0.00018125,0.00018125,0.00018125
192,728.115,0.47408,0.37509,0.77874,0.9578,0.96516,0.94716,0.44759,1.45745,0.52119,1.20241,0.000175625,0.000175625,0.000175625
193,730.185,0.45556,0.33401,0.78172,0.96063,0.96793,0.95042,0.44993,1.45869,0.51525,1.20343,0.00017,0.00017,0.00017
194,732.285,0.44637,0.33192,0.78439,0.95038,0.95832,0.93602,0.43846,1.47429,0.52827,1.21163,0.000164375,0.000164375,0.000164375
195,734.285,0.43846,0.33772,0.77754,0.95611,0.96295,0.94489,0.44294,1.47253,0.52876,1.21076,0.00015875,0.00015875,0.00015875
196,736.309,0.44132,0.32402,0.78568,0.95793,0.96814,0.95138,0.44743,1.46907,0.51913,1.21376,0.000153125,0.000153125,0.000153125
197,738.293,0.43919,0.31736,0.78395,0.95379,0.96393,0.94273,0.43894,1.48023,0.51806,1.22616,0.0001475,0.0001475,0.0001475
198,740.313,0.42191,0.31217,0.7906,0.95223,0.96297,0.93736,0.42902,1.49239,0.52124,1.23789,0.000141875,0.000141875,0.000141875
199,742.329,0.44678,0.31248,0.78724,0.94809,0.95894,0.92899,0.42238,1.49306,0.5245,1.2387,0.00013625,0.00013625,0.00013625
200,744.599,0.43217,0.31366,0.78641,0.94827,0.9577,0.93252,0.41855,1.49591,0.53134,1.23835,0.000130625,0.000130625,0.000130625
